experiment_id,encoder_type,target_setting_id,target_qed,target_logp,target_sas,latent_vector_id,optimization_run_id,random_seed,initial_pred_qed,initial_pred_logp,initial_pred_sas,final_pred_qed,final_pred_logp,final_pred_sas,delta_qed,delta_logp_improvement,delta_sas_improvement,optimization_steps,final_opt_loss,early_stopped,decoded_smiles,canonical_smiles,is_valid,is_unique,is_novel,rdkit_qed,rdkit_logp,rdkit_sas,qed_predictor_error,logp_predictor_error,sas_predictor_error,property_hit,tanimoto_max_sim,pains_count,pains_flag,brenk_count,brenk_flag,nih_count,nih_flag,filter_pass,lipinski_compliant,lipinski_violations,decoding_mode,heavy_atom_count,molecular_weight
5a31833b,CNN,T1,0.85,2.5,2.5,5,1,4001,3.01181,2.76378,4.34443,1.41829,1.54758,2.33043,-1.59352,-0.68864,1.67486,200,0.792,False,[CH]C=[SH+][CH][CH][CH][CH]SC=[OH+],[CH]C=[SH+][CH][CH][CH][CH]SC=[OH+],True,True,True,,,,,,,,0.09434,1,True,6,True,2,True,False,True,0,greedy,10,173.282
5a31833b,CNN,T1,0.85,2.5,2.5,5,2,4002,3.01181,2.76378,4.34443,1.41829,1.54758,2.33043,-1.59352,-0.68864,1.67486,200,0.792,False,[CH]C=[SH+][CH][CH][CH][CH]SC=[OH+],[CH]C=[SH+][CH][CH][CH][CH]SC=[OH+],True,False,True,,,,,,,,0.09434,1,True,6,True,2,True,False,True,0,greedy,10,173.282
5a31833b,CNN,T1,0.85,2.5,2.5,5,3,4003,3.01181,2.76378,4.34443,1.41829,1.54758,2.33043,-1.59352,-0.68864,1.67486,200,0.792,False,[CH]C=[SH+][CH][CH][CH][CH]N[CH]SC=[OH+],[CH]C=[SH+][CH][CH][CH][CH]N[CH]SC=[OH+],True,True,True,,,,,,,,0.08696,1,True,6,True,2,True,False,True,0,greedy,12,201.316
5a31833b,CNN,T1,0.85,2.5,2.5,5,4,4004,3.01181,2.76378,4.34443,1.41829,1.54758,2.33043,-1.59352,-0.68864,1.67486,200,0.792,False,[CH]C=[SH+][CH][CH]N[CH]SC=[OH+],[CH]C=[SH+][CH][CH]N[CH]SC=[OH+],True,True,True,,,,,,,,0.09091,1,True,6,True,2,True,False,True,0,greedy,10,175.278
5a31833b,CNN,T1,0.85,2.5,2.5,5,5,4005,3.01181,2.76378,4.34443,1.41829,1.54758,2.33043,-1.59352,-0.68864,1.67486,200,0.792,False,[CH]C=[SH+][CH][CH][CH][CH]SC=[OH+],[CH]C=[SH+][CH][CH][CH][CH]SC=[OH+],True,False,True,,,,,,,,0.09434,1,True,6,True,2,True,False,True,0,greedy,10,173.282
5a31833b,CNN,T1,0.85,2.5,2.5,6,1,5001,0.61798,0.70125,1.00838,1.41525,1.69178,2.28433,0.79727,0.99053,1.27595,200,0.670958,False,[NH3+]C=[SH][P]SCl,[NH3+]C=[SH][P]SCl,True,True,True,,,,,,,,0.08571,0,False,3,True,2,True,False,True,0,greedy,6,161.619
5a31833b,CNN,T1,0.85,2.5,2.5,6,2,5002,0.61798,0.70125,1.00838,1.41525,1.69178,2.28433,0.79727,0.99053,1.27595,200,0.670958,False,[CH]P([CH])S[CH][P@@](N[C@@H]([NH3+])[CH]S[P@@]([CH])[NH3+])(S[NH3+])[C@H]([NH])[P][NH3+],[CH]P([CH])S[CH][P@@](N[C@@H]([NH3+])[CH]S[P@@]([CH])[NH3+])(S[NH3+])[C@H]([NH])[P][NH3+],True,True,True,,,,,,,,0.08696,0,False,3,True,6,True,False,True,0,greedy,20,409.384
5a31833b,CNN,T1,0.85,2.5,2.5,6,3,5003,0.61798,0.70125,1.00838,1.41525,1.69178,2.28433,0.79727,0.99053,1.27595,200,0.670958,False,N=P[C@@H]([P])CC([NH3+])[P+],N=P[C@@H]([P])CC([NH3+])[P+],True,True,True,,,,,,,,0.13889,0,False,1,True,3,True,False,True,0,greedy,8,165.033
5a31833b,CNN,T1,0.85,2.5,2.5,6,4,5004,0.61798,0.70125,1.00838,1.41525,1.69178,2.28433,0.79727,0.99053,1.27595,200,0.670958,False,[CH][P@@]([NH])S[CH]CC([NH3+])SC=[OH+],[CH][P@@]([NH])S[CH]CC([NH3+])SC=[OH+],True,True,True,,,,,,,,0.11111,0,False,5,True,5,True,False,True,0,greedy,11,210.264
5a31833b,CNN,T1,0.85,2.5,2.5,6,5,5005,0.61798,0.70125,1.00838,1.41525,1.69178,2.28433,0.79727,0.99053,1.27595,200,0.670958,False,[NH3+]S[P][P+]N[C@@H](C=[OH+])SP=[P]=[OH+],[NH3+]S[P][P+]N[C@@H](C=[OH+])SP=[P]=[OH+],True,True,True,,,,,,,,0.07812,0,False,6,True,8,True,False,True,0,greedy,12,280.128
5a31833b,CNN,T1,0.85,2.5,2.5,7,1,6001,3.20144,2.80502,4.1495,1.47317,1.52078,2.22261,-1.72827,-0.6742,1.3721,200,0.908664,False,[CH][CH][C@H]([CH])[P]S[CH][C]C=[P]([CH])NP=[SH+][CH]SC=[OH+],[CH][CH][C@H]([CH])[P]S[CH][C]C=[P]([CH])NP=[SH+][CH]SC=[OH+],True,True,True,,,,,,,,0.07937,0,False,6,True,5,True,False,True,0,greedy,18,351.335
5a31833b,CNN,T1,0.85,2.5,2.5,7,2,6002,3.20144,2.80502,4.1495,1.47317,1.52078,2.22261,-1.72827,-0.6742,1.3721,200,0.908664,False,[CH][P@]([CH][CH][CH][C@H]([NH3+])[SH+]([CH])[CH][CH]N[SH+])N([NH])[CH]SC=[OH+],[CH][P@]([CH][CH][CH][C@H]([NH3+])[SH+]([CH])[CH][CH]N[SH+])N([NH])[CH]SC=[OH+],True,True,True,,,,,,,,0.10843,0,False,6,True,5,True,False,True,0,greedy,19,337.456
5a31833b,CNN,T1,0.85,2.5,2.5,7,3,6003,3.20144,2.80502,4.1495,1.47317,1.52078,2.22261,-1.72827,-0.6742,1.3721,200,0.908664,False,[CH][CH]N[C@H]([CH][C][CH][P]S[P][P][P][CH][CH][P]P=[SH+][P][P][P][P][NH3+])[C@@H]([CH-])[C@H](N[CH]C#C)[SH+]SC=[OH+],[CH][CH]N[C@H]([CH][C][CH][P]S[P][P][P][CH][CH][P]P=[SH+][P][P][P][P][NH3+])[C@@H]([CH-])[C@H](N[CH]C#C)[SH+]SC=[OH+],True,True,True,,,,,,,,0.09184,0,False,9,True,6,True,False,False,2,greedy,33,697.361
5a31833b,CNN,T1,0.85,2.5,2.5,7,4,6004,3.20144,2.80502,4.1495,1.47317,1.52078,2.22261,-1.72827,-0.6742,1.3721,200,0.908664,False,[CH][P@@]([NH3+])S[CH][CH][P+]([CH])[SH+][CH][CH][NH3+],[CH][P@@]([NH3+])S[CH][CH][P+]([CH])[SH+][CH][CH][NH3+],True,True,True,,,,,,,,0.07547,0,False,3,True,5,True,False,True,0,greedy,12,239.266
5a31833b,CNN,T1,0.85,2.5,2.5,7,5,6005,3.20144,2.80502,4.1495,1.47317,1.52078,2.22261,-1.72827,-0.6742,1.3721,200,0.908664,False,[CH][P][P][SH]=P[CH-][CH][SH+]=C[CH-][C@@H]([CH]SC=[OH+])[CH][SH+]([NH3+])[C@H](C=[PH2][P])S1=[SH+]=CN[C@@H]1[CH],[CH][P][P][SH]=P[CH-][CH][SH+]=C[CH-][C@@H]([CH]SC=[OH+])[CH][SH+]([NH3+])[C@H](C=[PH2][P])S1=[SH+]=CN[C@@H]1[CH],True,True,True,,,,,,,,0.09565,1,True,8,True,8,True,False,False,1,greedy,28,584.639
5a31833b,CNN,T1,0.85,2.5,2.5,8,1,7001,0.30694,0.4342,0.40927,1.37514,1.76558,2.28639,1.06819,1.33138,1.87712,200,0.569288,False,[CH]C=[SH+][CH][CH-][SH+]=[SH+][CH]NN[P]S[CH][CH]N[CH]SC=[OH+],[CH]C=[SH+][CH][CH-][SH+]=[SH+][CH]NN[P]S[CH][CH]N[CH]SC=[OH+],True,True,True,,,,,,,,0.07143,1,True,9,True,5,True,False,True,0,greedy,19,373.556
5a31833b,CNN,T1,0.85,2.5,2.5,8,2,7002,0.30694,0.4342,0.40927,1.37514,1.76558,2.28639,1.06819,1.33138,1.87712,200,0.569288,False,[CH]C=[SH+][CH][C]=[SH+]SBr,[CH]C=[SH+][CH][C]=[SH+]SBr,True,True,True,,,,,,,,0.11364,1,True,4,True,2,True,False,True,0,greedy,8,229.189
5a31833b,CNN,T1,0.85,2.5,2.5,8,3,7003,0.30694,0.4342,0.40927,1.37514,1.76558,2.28639,1.06819,1.33138,1.87712,200,0.569288,False,[CH]C=[SH+][CH][CH]N[SH+](N[CH][CH][NH3+])[C@H]([CH])SC=[OH+],[CH]C=[SH+][CH][CH]N[SH+](N[CH][CH][NH3+])[C@H]([CH])SC=[OH+],True,True,True,,,,,,,,0.1,1,True,6,True,3,True,False,True,0,greedy,16,279.456
5a31833b,CNN,T1,0.85,2.5,2.5,8,4,7004,0.30694,0.4342,0.40927,1.37514,1.76558,2.28639,1.06819,1.33138,1.87712,200,0.569288,False,[CH]C=[SH+][CH]N[SH+](Br)[CH][CH][CH][NH3+],[CH]C=[SH+][CH]N[SH+](Br)[CH][CH][CH][NH3+],True,True,True,,,,,,,,0.08929,1,True,3,True,1,True,False,True,0,greedy,11,256.214
5a31833b,CNN,T1,0.85,2.5,2.5,8,5,7005,0.30694,0.4342,0.40927,1.37514,1.76558,2.28639,1.06819,1.33138,1.87712,200,0.569288,False,[CH]C=[SH+][CH]C=[SH+][CH][CH][CH][CH]P=[SH+]=[OH+],[CH]C=[SH+][CH]C=[SH+][CH][CH][CH][CH]P=[SH+]=[OH+],True,True,True,,,,,,,,0.06977,1,True,5,True,4,True,False,True,0,greedy,13,251.358
5a31833b,CNN,T1,0.85,2.5,2.5,9,1,8001,1.46348,1.32617,1.97147,1.42895,1.61136,2.20175,-0.03453,0.28519,0.23029,200,0.776457,False,[CH]C=[SH+][CH][CH][CH][C@H]([NH3+])[CH]SC=[OH+],[CH]C=[SH+][CH][CH][CH][C@H]([NH3+])[CH]SC=[OH+],True,True,True,,,,,,,,0.10204,1,True,6,True,2,True,False,True,0,greedy,12,203.332
5a31833b,CNN,T1,0.85,2.5,2.5,9,2,8002,1.46348,1.32617,1.97147,1.42895,1.61136,2.20175,-0.03453,0.28519,0.23029,200,0.776457,False,[CH]C=[SH+][CH][CH][C@H]([P])C[CH]SC=[OH+],[CH]C=[SH+][CH][CH][C@H]([P])C[CH]SC=[OH+],True,True,True,,,,,,,,0.11864,1,True,7,True,2,True,False,True,0,greedy,12,218.283
5a31833b,CNN,T1,0.85,2.5,2.5,9,3,8003,1.46348,1.32617,1.97147,1.42895,1.61136,2.20175,-0.03453,0.28519,0.23029,200,0.776457,False,[CH]C=[SH+][CH][CH][CH]N[SH]=PC=[OH+],[CH]C=[SH+][CH][CH][CH]N[SH]=PC=[OH+],True,True,True,,,,,,,,0.08955,1,True,6,True,5,True,False,True,0,greedy,11,207.26
5a31833b,CNN,T1,0.85,2.5,2.5,9,4,8004,1.46348,1.32617,1.97147,1.42895,1.61136,2.20175,-0.03453,0.28519,0.23029,200,0.776457,False,[CH]C=[SH+][CH][CH][CH]N[C@H](C)N[CH]SC=[OH+],[CH]C=[SH+][CH][CH][CH]N[C@H](C)N[CH]SC=[OH+],True,True,True,,,,,,,,0.14035,1,True,7,True,3,True,False,True,0,greedy,14,231.366
5a31833b,CNN,T1,0.85,2.5,2.5,9,5,8005,1.46348,1.32617,1.97147,1.42895,1.61136,2.20175,-0.03453,0.28519,0.23029,200,0.776457,False,[CH]C=[SH+][CH][CH][CH]N[CH][CH]N[CH]SC=[OH+],[CH]C=[SH+][CH][CH][CH]N[CH][CH]N[CH]SC=[OH+],True,True,True,,,,,,,,0.08571,1,True,6,True,2,True,False,True,0,greedy,14,229.35
5a31833b,CNN,T1,0.85,2.5,2.5,10,1,9001,3.61056,3.37006,4.70464,1.49159,1.74262,2.15834,-2.11896,0.11269,1.86298,200,0.758486,False,[CH][NH3+],[CH][NH3+],True,True,True,,,,,,,,0.06061,0,False,0,False,0,False,True,True,0,greedy,2,30.05
5a31833b,CNN,T1,0.85,2.5,2.5,10,2,9002,3.61056,3.37006,4.70464,1.49159,1.74262,2.15834,-2.11896,0.11269,1.86298,200,0.758486,False,[CH][NH3+],[CH][NH3+],True,False,True,,,,,,,,0.06061,0,False,0,False,0,False,True,True,0,greedy,2,30.05
5a31833b,CNN,T1,0.85,2.5,2.5,10,3,9003,3.61056,3.37006,4.70464,1.49159,1.74262,2.15834,-2.11896,0.11269,1.86298,200,0.758486,False,[CH][CH][CH]N[SH+]C=[OH+],[CH][CH][CH]N[SH+]C=[OH+],True,True,True,,,,,,,,0.09091,0,False,5,True,3,True,False,True,0,greedy,7,117.173
5a31833b,CNN,T1,0.85,2.5,2.5,10,4,9004,3.61056,3.37006,4.70464,1.49159,1.74262,2.15834,-2.11896,0.11269,1.86298,200,0.758486,False,[CH][CH][P][P][PH2]=CN[CH][CH][CH][CH][SH+]=C[CH][CH][CH][C@H](N[SH+]N[CH])[SH+][CH][CH-][CH][CH]SC=[OH+],[CH][CH][P][P][PH2]=CN[CH][CH][CH][CH][SH+]=C[CH][CH][CH][C@H](N[SH+]N[CH])[SH+][CH][CH-][CH][CH]SC=[OH+],True,True,True,,,,,,,,0.08511,1,True,9,True,7,True,False,False,1,greedy,29,522.624
5a31833b,CNN,T1,0.85,2.5,2.5,10,5,9005,3.61056,3.37006,4.70464,1.49159,1.74262,2.15834,-2.11896,0.11269,1.86298,200,0.758486,False,[CH]C([CH])[NH3+],[CH]C([CH])[NH3+],True,True,True,,,,,,,,0.125,0,False,0,False,0,False,True,True,0,greedy,4,56.088
5a31833b,CNN,T1,0.85,2.5,2.5,11,1,10001,1.36756,1.32547,1.95991,1.43801,1.60361,2.22277,0.07045,0.27814,0.26286,200,0.787619,False,[CH]N[SH+][CH][CH][CH]SC=[OH+],[CH]N[SH+][CH][CH][CH]SC=[OH+],True,True,True,,,,,,,,0.09434,0,False,6,True,3,True,False,True,0,greedy,9,162.259
5a31833b,CNN,T1,0.85,2.5,2.5,11,2,10002,1.36756,1.32547,1.95991,1.43801,1.60361,2.22277,0.07045,0.27814,0.26286,200,0.787619,False,[CH]N[SH+][CH][CH]Br,[CH]N[SH+][CH][CH]Br,True,True,True,,,,,,,,0.09091,0,False,4,True,3,True,False,True,0,greedy,6,167.051
5a31833b,CNN,T1,0.85,2.5,2.5,11,3,10003,1.36756,1.32547,1.95991,1.43801,1.60361,2.22277,0.07045,0.27814,0.26286,200,0.787619,False,[CH]N[SH+][CH][CH][CH]SC=[OH+],[CH]N[SH+][CH][CH][CH]SC=[OH+],True,False,True,,,,,,,,0.09434,0,False,6,True,3,True,False,True,0,greedy,9,162.259
5a31833b,CNN,T1,0.85,2.5,2.5,11,4,10004,1.36756,1.32547,1.95991,1.43801,1.60361,2.22277,0.07045,0.27814,0.26286,200,0.787619,False,[CH]N[SH+][CH][CH][CH][CH][CH]NS[P][CH][CH][CH]SC=[OH+],[CH]N[SH+][CH][CH][CH][CH][CH]NS[P][CH][CH][CH]SC=[OH+],True,True,True,,,,,,,,0.07895,0,False,8,True,4,True,False,True,0,greedy,17,305.41
5a31833b,CNN,T1,0.85,2.5,2.5,11,5,10005,1.36756,1.32547,1.95991,1.43801,1.60361,2.22277,0.07045,0.27814,0.26286,200,0.787619,False,[CH]N[SH+][CH][CH]Br,[CH]N[SH+][CH][CH]Br,True,False,True,,,,,,,,0.09091,0,False,4,True,3,True,False,True,0,greedy,6,167.051
5a31833b,CNN,T1,0.85,2.5,2.5,12,1,11001,14.41671,12.7182,18.87053,0.18376,0.30871,0.46565,-14.23295,8.02691,14.33618,200,4.916784,False,[CH][CH]Br,[CH][CH]Br,True,True,True,,,,,,,,0.075,0,False,0,False,1,True,False,True,0,greedy,3,105.942
5a31833b,CNN,T1,0.85,2.5,2.5,12,2,11002,14.41671,12.7182,18.87053,0.18376,0.30871,0.46565,-14.23295,8.02691,14.33618,200,4.916784,False,[CH][C@H]([SH+])[CH][CH]Br,[CH][C@H]([SH+])[CH][CH]Br,True,True,True,,,,,,,,0.08824,0,False,2,True,1,True,False,True,0,greedy,6,165.055
5a31833b,CNN,T1,0.85,2.5,2.5,12,3,11003,14.41671,12.7182,18.87053,0.18376,0.30871,0.46565,-14.23295,8.02691,14.33618,200,4.916784,False,[CH]C([CH])N[CH][CH]N[SH+]C=[OH+],[CH]C([CH])N[CH][CH]N[SH+]C=[OH+],True,True,True,,,,,,,,0.09434,0,False,5,True,3,True,False,True,0,greedy,10,158.226
5a31833b,CNN,T1,0.85,2.5,2.5,12,4,11004,14.41671,12.7182,18.87053,0.18376,0.30871,0.46565,-14.23295,8.02691,14.33618,200,4.916784,False,[CH][CH][C@H]([CH])C=[SH][P][P]C=[SH+][CH]C=[SH+][CH][CH]N[CH]SC=[OH+],[CH][CH][C@H]([CH])C=[SH][P][P]C=[SH+][CH]C=[SH+][CH][CH]N[CH]SC=[OH+],True,True,True,,,,,,,,0.10843,1,True,7,True,4,True,False,True,0,greedy,20,381.49
5a31833b,CNN,T1,0.85,2.5,2.5,12,5,11005,14.41671,12.7182,18.87053,0.18376,0.30871,0.46565,-14.23295,8.02691,14.33618,200,4.916784,False,[CH][CH][CH]Br,[CH][CH][CH]Br,True,True,True,,,,,,,,0.09091,0,False,0,False,1,True,False,True,0,greedy,4,118.961
5a31833b,CNN,T1,0.85,2.5,2.5,13,1,12001,9.75627,8.58616,12.47317,0.2982,0.42614,0.41133,-9.45807,4.0123,7.8845,200,4.643688,False,[CH][CH]I,[CH][CH]I,True,True,True,,,,,,,,0.10714,0,False,1,True,1,True,False,True,0,greedy,3,152.942
5a31833b,CNN,T1,0.85,2.5,2.5,13,2,12002,9.75627,8.58616,12.47317,0.2982,0.42614,0.41133,-9.45807,4.0123,7.8845,200,4.643688,False,[CH][CH]Br,[CH][CH]Br,True,False,True,,,,,,,,0.075,0,False,0,False,1,True,False,True,0,greedy,3,105.942
5a31833b,CNN,T1,0.85,2.5,2.5,13,3,12003,9.75627,8.58616,12.47317,0.2982,0.42614,0.41133,-9.45807,4.0123,7.8845,200,4.643688,False,[CH][CH]NS[P@@]([CH])SC=[OH+],[CH][CH]NS[P@@]([CH])SC=[OH+],True,True,True,,,,,,,,0.08333,0,False,5,True,4,True,False,True,0,greedy,9,179.206
5a31833b,CNN,T1,0.85,2.5,2.5,13,4,12004,9.75627,8.58616,12.47317,0.2982,0.42614,0.41133,-9.45807,4.0123,7.8845,200,4.643688,False,[CH][CH]C=[SH]P=[SH+][CH]SC=[OH+],[CH][CH]C=[SH]P=[SH+][CH]SC=[OH+],True,True,True,,,,,,,,0.09231,1,True,7,True,3,True,False,True,0,greedy,10,211.293
5a31833b,CNN,T1,0.85,2.5,2.5,13,5,12005,9.75627,8.58616,12.47317,0.2982,0.42614,0.41133,-9.45807,4.0123,7.8845,200,4.643688,False,[CH][C@H](S)N[CH]SC=[OH+],[CH][C@H](S)N[CH]SC=[OH+],True,True,True,,,,,,,,0.09677,0,False,6,True,2,True,False,True,0,greedy,8,149.24
5a31833b,CNN,T1,0.85,2.5,2.5,14,1,13001,3.81018,3.38636,5.09203,1.41125,1.50271,2.30986,-2.39893,-0.11093,2.40189,200,0.831684,False,[CH][CH]SC=[OH+],[CH][CH]SC=[OH+],True,True,True,,,,,,,,0.09375,0,False,3,True,1,True,False,True,0,greedy,5,88.131
